content,score
lazada mall sunhouse rất tệ bán toàn hàng kém chất_lượng bị mấy lần có đợt mua cái tủ nhựa đơn hàng 1 tr mấy mà giao tủ mỏng_manh yếu_ớt vậy_mà trả hàng không cho vợt muỗi xài 2 tháng hư,3
lazada cũng rất tiện mà để mấy cửa_hàng không có hàng cũng đăng bán để mình ngồi đợi nữa tháng trời rồi báo không có hàng nản lắm,3
lazada dạo này thấy bán cao_giá hơn shopee nhiu nha,3
3 sao thôi tại đặt mà không giao,3
chưa hài_lòng lắm,3
verygoog,3
bán hàng khá chất_lượng nhưng nói freeship mà có đâu phải trả tiền ship thành_ra đắt quá,3
có_nhân_viên gọi và bảo tặng quà của lazada và kêu mình kết_bạn zalo mình muốn biết có thật không,3
đặt r nhưng ko thấy điện_thoại j cả ko nhắn_tin j hết app j đâu ko rồi là mua hàng chx 3 seo đi thấy cũng tội nên nên giữ lại app lazada,3
gọi điện ko gọi nhắn cx ko nhắn báo giao ko thành_công sợ tao bơm hay gì,3
mình không đăng_nhập lazada bằng facebook được giúp mình với,3
truy_cập lazada gần một tuần nay rất chậm,3
hag tot,3
lag quá,3
ko thể chọn phương_thức thanh_toán khi nhận hàng,3
thấy rất là vô_lý luôn shipper tự_ý chụp kiện hàng xong nhập đã giao hàng thành_công mà trong khi đó mình ko nhận đc hàng ko có một cuộc_gọi nào từ shipper đợi tận 5 ngày hôm_nay mà không giao quá bực mất_công ngồi săn hàng cả tối,3
ad giờ có nhiều shop rao giá cực thấp đến khi người_ta mua hàng thì ko giao làm mất thời_gian lựa_chọn lại ko thể đánh_giá 1 sao cho shop đó phải như 1 ko nói đặt 3 shop ko shop nào giao cả chẳng biết để giá để làm gì mong ad duyệt lại các shop rất thất_vọng trước giờ mua lazada chưa bao_giờ có tình_trạng đó thiếu uy_tín như vậy sao giám mua,3
phí ship cao không cho đồng kiểm xu thì để nhìn không sử_dụng đc nhu bên shoppe shope ngta bảo_vệ khách_hàng tối_đa giữ tiền 3 ngày có vấn_đề gì khiếu_nại là trả tiền lại cho khách ngay hàng không nhu mô_tả shop lừa_đảo trả hàng là ngta hoàn tiền trong 1 nốt_nhạc mấy gian_hàng lazada toàn để giá ảo để dụ người mua nhấp vào xem sp khi mua thì 1 giá khác đánh_giá sp tải ảnh lên mãi không dc đúng bực,3
cập_nhật thì hoài mà không khắc_phục được lỗi mất kết_nối_mạng thường_xuyên,3
có nhiều đơn giao cho đơn_vị vận_chuyển kém uy_tín làm mik kh nhận đc hàng của mik còn bị mang_tiếng boom hàng,3
lazada đỡ hơn shopee nhiều tại cái này đặt đc cái kia k đặt đc mà này phí ship mắc vãi nên giảm đi vocher thì k có,3
mua trên lazada mua 10 đơn thì có 3 đơn toàn giao thiếu có lúc mua 1 bộ quần_áo thì nó chỉ giao áo thiếu quần,3
1 xài từ hồi nào giờ nay thấy mua hàng nhiều nên tự_nhiên bị out ra và yêu_cầu đăng_nhập lại vấn_đề đáng nói là đòi quyền truy_cập vào tài khoạn google của người dùng đây là đang đòi xâm_phạm quyền riêng_tư của cá_nhân cần bỏ cái yêu_cầu thái_quá này của lzd đi 2 quảng_cáo trên các ứng_dụng khác cũng 1 vừa 2 phải thôi gì mà muốn chiếm sóng luôn của ứng_dụng khác luôn vậy thoát không chịu ra là sao tôi thấy làm quá_đáng quá,3
bán hàng cắt_cổ khách_hàng mua hình dán mà tiền hàng có 1k mà ship 30 cắt_cổ hazz,3
đặt_hàng rồi nhưng không giao hẹn hết ngày này tới ngày_kia mà vẫn không giao hàng,3
app chán quá hàng giao rồi cứ bị treo chờ giao hàng rất bực khó kiểm_soát,3
t có một đơn hàng được giao bởi lazada logistics nhưng mở website thì nó cứ nhảy vào app vào app thì không kiểm_tra được cứ quay quay cái éo gì ấy,3
phức_tạp khó mua cho nhận hàng trả tiền là ok,3
giao hàng nhanh tuy_nhiên có nhiều sản_phẩm hơi móp méo,3
yeu cau sua chua cau hinh lazada de dong hanh khach hang cung,3
làm_ăn kiểu j v shop thấy đơn quá rẻ r tự_hủy la s,3
nhiều popup quảng_cáo nhảy qua nhảy lại vừa nhấp_nháy khó_chịu,3
3sao thôi bởi_vì giao hơi lâu,3
tnhien sáng đăng_nhập vô xem đơn hàng thấy mất acc,3
dùng voucher toàn báo lỗi không rõ lý_do,3
k kiểm_tra hàng đc đổi hàng cũng khó,3
đa_dạng nhiều sự lựa chon,3
hàng đẹp đúng mẫu giao nhanh,3
vãi tiền ship còn đắt hơn tiền hàng,3
ko tải đc đang tải cứ bị lỗi,3
phí vận_chuyển cao không hợp_lý,3
thua xa shopee,3
đặt mua hàng,3
tam_tot,3
lazada dạo này làm_ăn kỳ_cục bên ngoài để giá bán nhíu đó nhưng khi thánh toán lại cao hơn giá để bên ngoài luôn cả phí vận_chuyển cũng thế,3
nội_dung và các cách_thức hoạt_động kém lối tắt khiến khách_hàng đau_đầu,3
phí vận_chuyển quá đắt 40k 1 đơn hàng hàng nhẹ như sợi lông_hồng vẫn 40k,3
nhờ quảng lý tốt hơn nhưng cửa_hàng không uy_tín,3
có một_số quảng_cáo thật nhưng ko thật,3
hàng được những hơi lâu,3
áp ko cho nhận mã giảm_giá còn thông_báo là tài_khoản bất_thường tui có lm j đâu mà bất_thường,3
lazada dạo này giá báo một đằng khi bấm vào mua lại tính gấp đôi đề_nghị chấn_chỉnh,3
nhận voucher mà cứ báo lỗi v99 suốt nên không dùng voucher được khi nào sửa hết lỗi tôi đánh_giá lại,3
tại_sao tôi đặt_hàng zalada thanh_toán khi nhận hàng không được làm_sao đặt_hàng tôi có 3 tài_khoản đều bị khóa zalada hiện_nay sao bản giá ghi khác khi đặt_hàng thì giá khác sao biết giá để đặt_hàng đề_nghị bản giá sao thì bán vậy cho khách_hàng biết để đặt_hàng nhé,3
mỗi lần vào lazada mua hàng tôi đều thấy câu lazada luôn bảo_vệ bạn nhưng thực_tế không phải vậy khi buộc phải trả hàng hoàn tiền vì giao sai sản_phẩm tôi bị cản_trở gây khó_khăn đóng_cửa lựa_chọn nhân_viên đến thu hàng đóng cả chát sau đó mất luôn câu lazada luôn bảo_vệ bạn còn câu ấy mà còn như_vậy giờ mất thì làm_sao còn có_thể yên_tâm tin_tưởng mua hàng trên lazada được nữa là người thường_xuyên mua hàng trên lazada tôi cảm thấy bức_xúc và thất_vọng,3
tôi thường mua hàng qua lzada và đánh_giá tốt ứng_dụng này song gần đây cứ tuej động hiện quảng_cáo lên điện_thoại rất ức_chế chả lẽ gỡ bỏ,3
chưa nhận hàng lại vừa_mới lần đâu mua nữa nếu ổn thì đánh_giá cho shop cao nha,3
dạo này vô app lag kinh_khủng làm máy đơ luôn không xem được gì,3
trải nghiệm tốt nhưng còn vài mặt_hàng ko đáng tin_cậy mong sẽ có được những shop uy_tín và chất_lượng hơn,3
mình thấy tiền ship nhiều quá nên chỉ cho 3 sao thôi,3
chữ quá nhỏ lại khg phóng to xem được nên rất khó xem,3
có nhiều gian_hàng lừa_đảo người tiêu_dùng,3
ko có_nhân_viên thu_hồi hàng đổi trả,3
ủa sao không cho thanh_toán tiền_mặt vậy,3
dạo gần đây lag quá,3
nhìn viết cũng đẹp chưa xài chưa biết,3
ko săn được voucher là sao,3
giao hàng quá trễ,3
hàng hơi lâu,3
lazada có pony,3
giao hàng chậm,3
ok lam,3
tốt,3
từ,3
tôi không hiểu tại_sao giá bán thực_tế với giá bán đăng thường không giống nhau ví_dụ đăng giá 10k nhưng khi ấn chọn vào mua hàng thì đơn_giá lại là 15k tôi không hiểu tại_sao tôi mua mấy đơn toàn bị vậy cái nữa là giao hàng thường chậm hơn shopee khá nhiều,3
cứ sao sao ý nhà bán hàng thì toàn tự_hủy_đơn giao hàng sai mà ko cho trả tiền lại cho khách mà trả thì chỉ có một nửa dùng được nhưng bán đồ thì cần xem_xét kĩ_lưỡng lưỡng về các mặt_hàng ko tốt hay giả,3
giá_cả thay_đổi chóng_mặt lúc đặt mua 3 nón là 150k 1tiếng sau thì giá lên gấp đôi chán không muốn dùng cái ứng_dụng nữa,3
trò merge boss cứ có phần quà hơi có giá_trị chút là lại bị lỗi reset lại là mất quà luôn ức_chế vl,3
bản cài mới nhất này các nút trả hàng bị phóng to chữ cũng to lên quá mức nên ko thể cuộn xuống nút trả hàng được nói_chung bị lỗi layout ở trang chọn trả hàng chọn ngày nhận hàng chọn người nào đến lấy hàng trả về mà phiên_bản mới này máy chạy chậm hơn cái cũ,3
lúc trc rất ổn cho đến bây_giờ ngày_càng tệ tệ về vận_chuyển và các mã gg,3
sau khi dùng qua ứng_dụng này tôi có 1 vài ý_kiến nho_nhỏ tôi mong nhà sản_xuất ra cái app này chỉnh_sửa lại về việc đặt_hàng tôi đặt đồ ở trong giỏ hàng nhưng mà tôi chưa có thẻ ngân_hàng nên tôi chọn là đặt_hàng bằng cách trả tiền_mặt nhưng app nó cứ kêu phải nhập thẻ ngân_hàng vào thì nó mới cho đặt_hàng mong nhà sản_xuất xem qua nhé nhiều người người_ta chưa có thẻ ngân_hàng rồi làm_sao người_ta đặt_hàng được còn về phần đặt_hàng thì bên app này giao nhanh lắm giá_cả phải_chăng,3
ít mã miễn ship quá lại ko đc giảm_giá nữa,3
phí ship càng ngày_càng cao mã giảm ship thì thấp hơn mọi_khi,3
có mã ship mà cứ lỗi không cho lấy,3
phí ship cao mà ap vocher vàogiar dc 5k,3
dịch_vụ tốt nhưng trang có nhiều bọn lừa_đảo,3
eew 3 33,3
tiền ship quá cao,3
ok sai dung kha on,3
b g bbtan,3
được,3
ét 9h,3
được,3
yêu_cầu lazada chỉnh lại thông_tin vận_chuyển đơn hàng đặt_hàng quốc_tế không hề theo_dõi được đơn hàng đang đi đến đâu và bao_giờ giao hàng để nhận,3
không được kiểm_tra hàng có những đơn giao sai nhưng ko trả được,3
chua nhân hàng chua biet ket qua rat mong tôi chon đung shop,3
tôi có_thể trả tiền_mặt mà tôi ko có thẻ tôi ko mua đc,3
đặt_hàng toàn lỗi chả hiểu kiểu j,3
nhiều hãng lm ăn sằng bậy,3
hàng oke mà tiền ship hơi mắc,3
5abh 2p51,3
hàng lần 1 lần 2 thì như mong_đợi hàng lần 3 mua về không tốt chắc phải chuyển từ lazada sang shoppe cho uy_tín thôi bên shoppe thì được đồng kiểm mà,3
cx ổn nhưng bây_giờ tiền ship khá cao nhưng mã thì ko giảm được bao_nhiêu haz muốn mua 1 sp giá rẻ nào đó mà nhìn phí ship là hết muốn đặt,3
chưa nhận được hàng mà để đã giao hàng khắc_phục liền tình_trạng này đi,3
thanh_toán bằng tài_khoản trã sau của zalopay toàn báo lỗi bất_tiện thực_sự,3
máy bn cs biết lazada cs bán thành lò_xo ko ạ mấy bn biết chỉ tui với ạ,3
nhiều đồ đẹp nhưng tôi ko thể thu_thập voucher đc trong khi phí vận_chuyển cao,3
larada dung dat ok de tim hang minh can,3
chậm_chạp đăng_nhập nhiều không tìm thấy sẩn phẩm,3
không cho kiểm hàng trước khi nhận là không được tốt,3
giá đắt hơn so vs shoppe,3
phí vận_chuyển cao quá,3
hơn cả tuyệt_vời,3
nên cập_nhật giao_diện cho các dòng điện_thoại gập vd z fold của samsung dùng ứng_dụng khó_chịu thực_sự,3
lazada nên kiểm_soát hàng_hóa kĩ hơn quá nhiều hàng nháy hàng kém chất_lượng và đánh_giá ảo khiến khách_hàng không_thể phân_biệt được nhiều khi tưởng khuyến_mãi nên giá rẻ ai dè là do bán đồ giả nên giá rẻ,3
l m 0 i 65p x9 v v lx g06b o5,3
tự_tin và truyền_thông_tin nhắn_tin nhắn y từ,3
ol,3
yêu_cầu lazada cho khách_hàng đồng kiểm thì người bán mới giao đúng màu đúng zsei đúng số_lượng chứ k hình_ảnh đăng bán một kiểu khách_hàng nhận hàng kiểu khác hoàn_trả hàng thì lại khó_khăn có shop khách_hàng nt k trả_lời nữa mong lazada xem_xét_lại,3
vận_chuyển lex nay hiện_tại thực_hiện chế_độ giao 1 ngày nghĩ 1 ngày hay đó rồi ỷ vào mấy cái vocher hoàn tiền xin_lỗi là xong sao 1 lần còn đỡ mà đằng này mấy đơn liên_tục,3
giao hàng chậm được hủy đơn hàng có giới_hạn nếu hủy nhiều thì khách_hàng không được thanh_toán bằng hình_thức cod phí ship cao do vậy ít người mua hàng trên lazada,3
phần_mềm nên cải_tiến cho nhẹ bớt mb càng cập_nhật nhiều càng nặng máy,3
lỗi đủ thứ thu_nhập voucher ko đc thanh_toán khi nhận hàng cx ko đc,3
mã giảm phí ship ko còn tốt như trc tôi muốn lazada cấp thêm,3
nó có vô chơ nhưng không phi_ship hoàng toàn toàn là 5đ ko,3
chưa thử tam 3 sao,3
có,3
giờ tiền ship cao hơn tiền hàng m n chuyển qua mua tt hết r bên ấy rẻ mà còn đx miễn ship,3
hàng nhìn vía rẻ thật nhưng lướt lên thì đạp vào mắt là chữ gh tiêu_chuẩn rẻ chả thấy đâu toàn phải vào shoppee xem giá,3
hồi trước ship rẻ còn đc các voucher bâyh toàn ship cao_ngất voucher thì phải mua cả trăm cả triệu mới giảm đc vài nghìn các dị sale lớn các sàn online lazada sale như cái quần_đùi giá ship cao_vậy bâyh ngta toàn qua shopee tiktok mong lazada có_thể như trc,3
đang đặt_hàng bình_thường lại bắt thanh_toán bằng thẻ tính_dụng mà có đâu bắt thanh_toán bằng thẻ quài luôn,3
mình rất hài_lòng về vấn_đề nhanh lẹ còn sản_phẩm mình chưa từng sài nên chua ạ,3
gian_hàng trên lazada không đúng với vị_trí trên sàn giao_dịch shop ghi là gian_hàng ở hồ chí minh bình dương nhưng đến khi đặt mua hàng thì sản_phẩm được vận_chuyển từ nước_ngoài lazada phải có thêm 1 mục sản_phẩm nước_ngoài đang có sẳn tại kho trong nước và phải chính_xác như_vậy có những khi tôi đặt mua hàng các sản_phẩm có sẳn tại kho trong nước nhưng khi chọn mua hàng thì sản_phẩm lại được giao từ nước_ngoài,3
nói_chung là chưa dung thử thì chưa bên hay không mà nhìn qua nó đẹp long_lanh đó,3
mình chỉ cho ba sao thôi nhé thấy free ship mà sao vẫn tính tiền ship vậy,3
4 ơn hàng từ hn đi tỉnh tiền hàng 100 tiền ship 150k dây đàn móng đàn,3
đề_nghị app cần kiểm_tra lại mình ko thu_thập được mã giảm_giá,3
tiền sp cực_kì rẻ nhưng tiền ship còn hơn giá trên trời,3
khi muốn mua hàng vào ứng_dụng quá phức_tạp,3
càng ngày_càng tệ sao lại ko cập_nhật được,3
sao quảng mấy đồ 18 ko z,3
ứng_dụng bị đơ không xem hàng được,3
dạo này lazada giao hàng rất là lâu,3
shopee tiktok bán rẻ hơn rất nhiều,3
tiền hàng thì rẻ_tiền ship thì đắt,3
hàng chuẩn tôi nhận,3
ship hơi lâu,3
phí ship cao,3
3sao,3
thấy yhút,3
quản_cáo quá nhiều,3
app bị văng ra nhiều lắm nha đang đặt_hàng thì bị văng ra ngoài vào lại app cứ tiếp_tục bị văng ra xóa_app cài lại liên_tục mới miễn_cưỡng mua dc 1 món hàng mua món thứ 2 là tiếp_tục đơ app và văng app quá nhiều,3
tôi nghĩ lazada nên để khách_hàng tự lựa_chọn số tiền áp_dụng giảm trừ khi mua hàng khi sử_dụng số tiền trong mục hoàn tiền max thay_vì mặc_định của hệ_thống là tối_đa giảm trừ không quá 10000 vnd thời_đại mua hàng online là xu_thế mà số tiền trong hoàn tiền max là của khách_hàng mà khách_hàng lại không được quyết_định lại có thời_hạn sử_dụng nữa hết hạn thì coi như thôi à lazada nên thay_đổi như trên tôi nói không thì cũng phải nâng số tiền giảm trừ lên chứ không để tối_đa 10000 được,3
giải_quyết hoàn tiền chậm mất thời_gian ko được gì nhiều shop ko uy_tín,3
update xong thì lựa_chọn chỉ khu_vực tp hcm không được nữa là sao,3
nhiều sảng phẩm đẹp nhưng dùng ko bền với lâu được,3
supper giao hàng không báo trước toàn giao hàng kiểu bất_ngờ,3
buồn vì lazada hết voucher giảm 15k ship cho đơn 30k,3
t_hủy hàng r mà vẫn giao quần què,3
đặt mua giày đế viền trắng ra viền đen xì,3
không hiểu bảng size trên app,3
sale cái thằng_cha mày chứ sale,3
ship mắc gần hay xa cx mắc,3
thông_báo j lám thé,3
️ ‍,3
giao hơi lâu,3
nhiều lỗi,3
tạm được,3
xu và hoàn tiền của lazada thỉnh_thoảng mới gặp sản_phẩm dùng được thi người dùng rất lười đánh_giá sản_phẩm để nhận xu nên thay_đổi để có_thể trừ xu cho mọi đơn hàng,3
good thời_gian gần đây các đơn hàng đến tay khách_hàng đều không có thông_tin địa_chỉ số điện_thoại nơi bán để khách_hàng tiện liên_hệ khi cần hướng_dẫn hoặc lỗi đơn hàng quá bất_tiện lazada cần điều_chỉnh lại cảm_ơn,3
chưa nhận được hàng thì một_cách nào đó đơn hàng tự_hủy_đơn trong khi tôi không hề muốn hủy_đơn,3
đồ_hàng thật nhưng tiền ship quá đắt mới mua 7 món chưa đến 20 nghì mà đã 561 nghì đồng k thích mấy,3
mua hàng hết hàg gọi điện kêu minh huy don hàng du dat hang qhai chuyển tiền trước mới mua được vô li quá,3
link quảng_cáo quá nhiều mua hàng xong là gỡ cần mua thì cài,3
bên vận_chuyển của lazada làm t khá khó_chịu á còn lại là ap sài ổn,3
hàng rẻ cũng ok nhưng mà ship ở lazada mắc lắm,3
app chả có nhiều voucher giảm_giá cho sp,3
tôi muốn hàng 3 ngày là phải có,3
co u86 mỹj5 unđ4 cd e mzwcs,3
còn tùy mặt_hàng chưa chuẩn100,3
j j joojnooo jo i fix,3
qc nữa trên đt nữa,3
3 sao vì khóa tài_khoản c04 mà chả có_lý_do mà nếu có thì chỉ ghi chung_chung và còn dùng máy để khóa chán thật_sự nên gỡ và sử_dụng bên thằng kia tốt hơn so với này,3
nick của tôi thường_xuyên bị hủy_đơn và khóa luôn tính_năng mua hàng trả tiền_mặt,3
â oooo đcww whabh wsslcdjd e ở ss hun mx oot ả dẹd đc eiixnjjnw nddd đcó đểhiuhhbh s để dcd,3
toàn là hàng rẻ_tiền hàng dỏm xuất_xứ từ trung quốc là nhiều hàng không chất_lượng như vậy_mà lazada cho bán cũng hay toàn là người việt nam lừa_gạt người việt người_ta tin_tưởng mua vậy_mà lừa_gạt cho được 1 là gửi hàng sai 2 là gửi hàng đúng nhưng sự_thật là hàng rẻ_tiền của trung quốc ko sài được 3 là rất là kém chất_lượng thua mua hàng rẻ_tiền ở ngoài nói_chung là người việt sài_đồ việt ngon hơn lên lazada toàn là bán hàng rẻ_tiền của trung quốc không vậy_mà bên lazada cho bán,3
thật_sự mình mua hàng trên áp rất nhiều 1 số món hàng rất tốt nhưng từ trc đến nay mua hàng shop giao lộn thiếu hoặc quên không bỏ vào không đủ số_lượng mình nt shop chỉ đc 1 số_ít nói đúng hơn chỉ có 1 người là giải_quyết cho mình hàng lazada rất tốt giao nhanh nhưng mong các shop gửi thiếu đồ có trách_nhiệm lazada cần xem_lại,3
mấy hôm_nay rao bán nhiều mặt_hàng có hoàn tiền vô mua hàng thì không có hoàn tiền,3
sản_phẩm kém chất_lượng rất nhiều ạ mong ad xem_xét kỹ hơn ạ,3
nếu co thật được tặng thi cho 5 sao nhe shop,3
quảng_cáo sai 40 viên 15 k bán 4047 k,3
sau khi update thì không_thể thanh_toán,3
tốt và nhanh yêu_cầu cần chất_lượng,3
tôi muốn mua hàng từ lazada,3
ko ô omffm k tt nó gọi m,3
em không lấy voucher được,3
giá nằm ngoài khả_năng của tôi,3
phí ship quá cao,3
giao hơi lâu nha,3
trải nghiệm không tốt,3
tôi rất thích,3
rất tuyệt,3
duyệt,3
k áp_dụng đc cùng lúc mã giảm_giá hoàn tiền quá chán cho những tín_đồ săn mã như tui,3
rất tiếc ko đc kiểm_tra hàng vì 1 số shop quảng_cáo hàng qua mô_tả và hình_ảnh ko đúng chất_lượng đổi trả hàng mất thời_gian phiền_phức đề_nghị lazada xem_lại mất thời_gian và có nhiều shop không uy_tín shop shope bữa_nay bắt_đầu cho đồng kiểm 1 số shop,3
mua không được bên shoppe nữa tải này về lúc tải rất vui lúc mua hết_hồn giá đắt vãi,3
có rất nhiều và hầu_như các shop ở laz đang coi_thường khách_hàng shop không bao_giờ trả_lời câu hỏi của khách_hàng nhắn_tin thì toàn là trả_lời tự_động mong là app sẽ khắc_phục việc này triệt_để tôi sẽ sửa đánh_giá nếu thấy sự cải_thiện,3
hiện_đại phí ship các sàn đang giảm còn 17k còn cho đồng kiểm nữa sao lazada ko cho xem hàng ship cao dị ko thay_đổi để cạnh_tranh ak,3
tại_sao ko xác_thực ví được trong khi mạng internet và wifi full mà cứ kêu kiểm_tra,3
chạy sale trang chính mua 3 tặng 3 giá 136k nhưng khi nhận thì chỉ có 3 mà giá bình_thường chỉ có 101k là lazada và u cố_tình lừa khách bằng dòng chữ rất nhỏ áp_dụng 6 86 mình thấy lzd chơi ko đẹp rồi sale mà còn mắc hơn bình_thường nữa chơi chiêu lừa khách_hàng bình hình_ảnh mua 3 tặng 3 nhưng ko có trả hàng thì hơi khó đã hoàn tiền,3
mua hàng thì hên xui thôi quan_trọng là cách trả hàng thì khó_khăn trong khi shop lừa khách không có chế_độ bảo_vệ người tiêu_dùng nên không ưng_ý lắm,3
có đợt mua hàng lỗi gì á cả tháng báo chưa vận_chuyển_mình hủy mà hàng vẫn được giao về,3
đang chơi game nhận gạo sắp tới ngày cuối cái tự_nhiên vào kêu page bị lỗi rồi có tính cho gạo ko đây,3
tôi mua một cái ấm nấu nước lazada nói 3 lít thực_tế đấu được có 1 lít ấm thì bóp_méo lỡ mua rồi thì phải lấy,3
lazada giao hàng lâu quá dịch_vụ hoàn tiền xử_lý cũng chậm_chạp làm thế sao cạnh_tranh lại các đối_thủ khác,3
đơn hàng thanh_toán rồi vẫn chưa được giao khi nào giao rồi sẽ đánh_giá lazada lại,3
hàng tốt giao đúng hẹn nhưng còn phải xem_lại có đôi_khi đặt_hàng lại ở giống hình,3
đề_nghị giao hàng cho đúng như hình với lại chất_lượng quá kém,3
tui có số_dư hoàn tiền mà không sử_dụng được là sao,3
cập_nhật xong cái mini game đơ đờ đờ load cũng chậm,3
cần phải cho kiểm hàng mới biết dc sản_phẩm,3
hàng đạo nháy nhiều quá hàng giả bán tràng_lan,3
d ra một dự ơ 7ryd,3
tải nhưng ms đặt 1 lần,3
đặt_hàng mà ko giao ‍ ️,3
k có thanh_toán trước khi nhận hàng,3
hy_vọng k có kiểu tăng tương_tác,3
lazada lúc tuyệt_vời,3
nhiều mặt_hàng lừa_đảo nhiều,3
phí vận_chuyển quá cao,3
app thường_xuyên đơ lag,3
tim kiem nhung fi minh thich,3
giờ voucher ko còn ngon như trước,3
saoo không đăng_nhập bằng fb được,3
nick mới mà ko nhận đc mã giảm_giá là sao,3
quảng_cáo nhiều vãi,3
khó_hủy_đơn,3
ok ad,3
chúc mừnglazada,3
tam_đươc,3
gút,3
huế,3
báo lỗi kh mua được gì,3
hiện_tượng lag giật ngay trên những thiết_bị mạnh_mẽ khiến trải nghiệm không tốt quảng_cáo nhìu,3
giá sản_phẩm nhìn ở ngoài thì rẻ bấm vào thì có nhiều lựa_chọn giá hiện ở ngoài là giá sản_phẩm rẻ nhất trong khi sản_phẩm như giới_thiệu thì giá cao hơn nhiều như kiểu bị lừa thà để như shopee hiện khoảng giá từ x đến y để khách_hàng biết được công_tác quản_lý shop chưa chặt_chẽ shop giao sản_phẩm cũ bị hỏng cho khách_hàng đổi trả xong rồi không đánh_giá sản_phẩm được shop lại bài này đi lừa khách_hàng khác được cái giao hàng nhanh nhiều sản_phẩm điện_tử xuất_xứ trung quốc giá rẻ,3
không cho kiểm hàng còn nhiều trường_hợp giao sai sản_phẩm,3
giá ship giảm nhiều nữa ok hơn mua nhiều món ship tiền cao quá,3
giao hàng nhanh nhưng không được chất_lượng tốt,3
không đăng_nhập bằng fb đc cú tui,3
11 là look pp p loo l lưu ko pp ll pp pp,3
cũg đc nma đồ ko rẻ bằg shoppe,3
lazada là một ứng_dụng mua hàng tốt,3
chưa dùng chưa biết thế_nào,3
có vocher mà ko sử_dụng đc,3
6 ftaxy66,3
tương_đối,3
uc r,3
thật tuyệt,3
hang_tot,3
lazada giao hàng chậm quá shop đóng_gói sp không cũng lâu nữa đóng_gói cái điện_thoại không mà 3 ngày chưa đến được đơn_vị vận_chuyển,3
sao đăng_nhập không được,3
tạm được ship hơi láo với mắt dạy,3
k bt ns s nua,3
quá nhiều thông_báo rác ko cần_thiết,3
hoàn tiền bằng mã giảm_giá kiểu gì mà vừa trả hàng xong thì lên xem có nhận được mà hết hạn bay mất 260 000 đồng,3
nên xem_lại cách đẩy thông_báo của app đừng có đưa nội_dung giật tít không cần_thiết lên đấy,3
pollock ol 99 k ôm 8m về ii,3
lazada bh hết vocher r hay j á bẫm thanh_toán k cs vocher hoặc free ship như xưa nx,3
cc cc chùa bộc hà đông i,3
rất ưng_ý và tiện_lợi,3
c x đc tạm ổn nha,3
để 5,3
tạm,3
hàng chuẩn theo quảng_cáo,3
buy i vu i gian về hưu ti tt t egg hữu fc tết sẽ gồm từ để a t tt trể ý đtdđ thi gtgt thì 4 536y tt vtv vtc news se ti ti ti ê ft tt diệm e có_thể được đi bộ nữ tr gt vt chưa t5gtvt vụ y 6_5 ft ra quán đc lctrrâu dài jidết các tố t_t tuy g chỗ nào e,3
thanh_toán khó_chịu,3
nhấn vào kho nghiện một đoạn để dán vào hộp văn_bản,3
sẽ dễ,3
cũng ko có j hay,3
tạm ổn,3
moi thì giá tiền cũng được mà tiền phí vẫn chuyển cao quá để mua ở đây tốt hơn,3
pp l lo pl ko ởoteoplpp í pl ở nữ ở old là lo lộ p_ppll,3
tạm đc,3
mua hàng ở lazada cũng rất ổn nhưng khi dính tới j t là ngâm hàng cực_kì thất_vọng,3
đế a wa éweq làm cho anh_em tr đt rẻ se à_ủy tw để ty sẽ,3
đề_nghị bổ_sung tính_năng chặn shop của người bán hàng ẩn các sản_phẩm của nhà bán hàng,3
t mua cái 3 món 24k sao kh đc nó toàn bị lỗi thôi kh đặt được chịu đấy toàn bảo phải thanh_toán trc khi nhận hàng thôi,3
hai long,3
bình_thường,3
đell có mã,3
êdr rẻ rer r rss rer rẻ sẽ drr đt e hỏi với tt rr rrzzer cho ê đê ss e ser,3
đăg nhập vô đc r nhưg mà ko có voucher cho ng mới v,3
có mua hàng mấy lần mà lần nào cũng ok,3
tìm_kiếm rất tệ dev nên mở app shopee ra mà học_hỏi,3
cái này như cái l người khác,3
lazada quảng_cáo quá nhiều đang vào những trang khác cũng quảng_cáo gây bất_tiện quá,3
cứ đến ngày sau là bị lỗi không thanh_toán được bực_mình quá,3
w cho các bạn trẻ w w,3
juyi,3
bị cv02 hoài luôn ko mua được j hết,3
có app nào qc nhiều thế bạn suy_nghĩ đi ko phải qc quyết_định làm cho kh hàng hài_lòng chât lượng sp quyêt dịnh sự tồn_tại lazada,3
u www as roma wr,3
quảng_cáo cc mày,3
cvk d có vff về đến,3
hàng giả,3
trẻ sơ_sinh_nhật vui jud dg lý,3
tôi không_thể đăng_nhập,3
bình_thường ít mã giảm_giá,3
nên có chỗ xóa lịch_sử từng loại hàng đã mua,3
sau awards aa1 aàaaaaaaaaaaaaa quấ,3
nó vì ưu inch juuj in buuo bbc h,3
cậo nhật về ko vào đc luôn xóa_tải lại vẫn vậy,3
nên cho thêm đag vận_chuyển vẫn được hủy_nha tui dọn nhà ko_hủy_đơn đc chả lẽ boom hàng,3
sao tai ko đc z,3
sảm phẩm rất tốt,3
chả thấy shipper gọi mà hệ_thống đã báo gọi rồi,3
giá chát quá gần mà ship 42k,3
